"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"a [[family]] film that contains some hefty thematic material on time death eternity and what is needed to live a rich and full life","a [[domicile]] film that contains some hefty thematic material on time death eternity and what is needed to live a rich and full life",0.13909196853637695,0.6261573433876038,1,0,1,37,"Successful"
"the wild thornberrys movie is a [[jolly]] [[surprise]]","the wild thornberrys movie is a [[fortunately]] [[dumbfounded]]",0.03236889839172363,0.9593114256858826,1,0,1,30,"Successful"
"the film does nt sustain its initial promise with a jarring new agey tone creeping into the second half","the film does nt sustain its initial promise with a jarring new agey tone creeping into the second half",0.8724040985107422,0.8724040985107422,0,0,1,1,"Skipped"
"the [[viewer]] [[takes]] great pleasure in watching the [[resourceful]] molly stay a step ahead of her pursuers","the [[passersby]] [[opt]] great pleasure in watching the [[malignant]] molly stay a step ahead of her pursuers",0.03184008598327637,0.5620325803756714,1,0,1,97,"Successful"
"there is a welcome lack of [[pretension]] about the film which very simply sets out to entertain and ends up delivering in good measure","there is a welcome lack of [[pretense]] about the film which very simply sets out to entertain and ends up delivering in good measure",0.24586451053619385,0.6910418272018433,1,0,1,52,"Successful"
"windtalkers blows this way and that but there s no [[mistaking]] the filmmaker in the tall grass true to himself","windtalkers blows this way and that but there s no [[insinuating]] the filmmaker in the tall grass true to himself",0.08923155069351196,0.7933529019355774,1,0,1,21,"Successful"
"a [[fresh]] faced big [[hearted]] and frequently [[funny]] [[thrill]] [[ride]] for the kiddies with enough eye candy and cheeky wit to keep [[parents]] away from the concession stand","a [[soft]] faced big [[cynical]] and frequently [[freaky]] [[restlessness]] [[trips]] for the kiddies with enough eye candy and cheeky wit to keep [[grandparent]] away from the concession stand",0.023322582244873047,0.7302893400192261,1,0,1,140,"Successful"
"one of those [[energetic]] [[surprises]] an [[original]] that [[pleases]] almost everyone who sees it","one of those [[actively]] [[stupor]] an [[rudimentary]] that [[seduces]] almost everyone who sees it",0.021482229232788086,0.9569845795631409,1,0,1,97,"Successful"
"the limited sets and small confined and dark spaces also are homages to a classic low budget film noir movie","the limited sets and small confined and dark spaces also are homages to a classic low budget film noir movie",0.8593842387199402,0.8593842387199402,0,0,1,1,"Skipped"
"as gory as the scenes of torture and self mutilation may be they are pitted against [[shimmering]] cinematography that [[lends]] the setting the ethereal beauty of an asian landscape painting","as gory as the scenes of torture and self mutilation may be they are pitted against [[billowing]] cinematography that [[prescribes]] the setting the ethereal beauty of an asian landscape painting",0.0392417311668396,0.7886338233947754,1,0,1,76,"Successful"
"a few artsy flourishes aside narc is as gritty as a movie gets these days","a few artsy flourishes aside narc is as gritty as a movie gets these days",0.8688682913780212,0.8688682913780212,0,0,1,1,"Skipped"
"because eight legged freaks is partly an homage to them tarantula and other low budget b movie thrillers of the 1950s and 60s the movie is a silly but not sophomoric romp through horror and hellish conditions","because eight legged freaks is partly an homage to them tarantula and other low budget b movie thrillers of the 1950s and 60s the movie is a silly but not sophomoric romp through horror and hellish conditions",0.6866276264190674,0.6866276264190674,0,0,1,1,"Skipped"
"[[though]] the story is hackneyed the characters have a [[freshness]] and modesty that transcends their predicament","[[lf]] the story is hackneyed the characters have a [[exude]] and modesty that transcends their predicament",0.021199822425842285,0.646461009979248,1,0,1,55,"Successful"
"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people the movie exalts the marxian [[dream]] of [[honest]] working folk with little to show for their labor [[living]] [[harmoniously]] [[joined]] in [[song]]","in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people the movie exalts the marxian [[asleep]] of [[franko]] working folk with little to show for their labor [[survive]] [[mildly]] [[involved]] in [[qu]]",0.03031986951828003,0.6347782015800476,1,0,1,195,"Successful"
"only an epic documentary could get it all down and spike lee s jim brown all american at long last [[gives]] its subject a movie worthy of his talents","only an epic documentary could get it all down and spike lee s jim brown all american at long last [[giving]] its subject a movie worthy of his talents",0.14621514081954956,0.66739821434021,1,0,1,64,"Successful"
"bielinsky is a [[filmmaker]] of [[impressive]] talent","bielinsky is a [[screenwriter]] of [[stupendous]] talent",0.025120258331298828,0.8871199488639832,1,0,1,66,"Successful"
"hits one out of the park for the they do nt make em like that anymore department","hits one out of the park for the they do nt make em like that anymore department",0.9592763781547546,0.9592763781547546,0,0,1,1,"Skipped"
"a light yet [[engrossing]] [[piece]] lux now in her eighties does a [[great]] combination act as narrator jewish grandmother and subject – taking [[us]] through a film that is part biography part entertainment and part history","a light yet [[upsetting]] [[bit]] lux now in her eighties does a [[gargantuan]] combination act as narrator jewish grandmother and subject – taking [[ourselves]] through a film that is part biography part entertainment and part history",0.026676595211029053,0.549464225769043,1,0,1,120,"Successful"
"a [[candid]] and often [[fascinating]] documentary about a pentecostal church in dallas that assembles an elaborate [[haunted]] house each year to scare teenagers into attending services","a [[franco]] and often [[hallucinatory]] documentary about a pentecostal church in dallas that assembles an elaborate [[beleaguered]] house each year to scare teenagers into attending services",0.023225724697113037,0.6862583160400391,1,0,1,107,"Successful"
"muccino seems to be exploring the idea of why human beings long for what they do nt have and how this gets us in trouble but even while his [[characters]] are acting [[horribly]] he is always [[sympathetic]]","muccino seems to be exploring the idea of why human beings long for what they do nt have and how this gets us in trouble but even while his [[font]] are acting [[hideously]] he is always [[affirmative]]",0.04943037033081055,0.5740167498588562,1,0,1,115,"Successful"
"the [[ending]] does [[leave]] you [[unfulfilled]] but these are [[performances]] to [[enjoy]] in a [[memorable]] [[ensemble]] piece","the [[terminates]] does [[leaving]] you [[unavailable]] but these are [[representations]] to [[iike]] in a [[dramatic]] [[philharmonic]] piece",0.018708348274230957,0.6127406358718872,1,0,1,144,"Successful"
"the film has a kind of hard cold effect","the film has a kind of hard cold effect",0.9016605615615845,0.9016605615615845,0,0,1,1,"Skipped"
"on the heels of the ring comes a similarly morose and humorless horror movie that although flawed is to be commended for its straight ahead approach to creepiness","on the heels of the ring comes a similarly morose and humorless horror movie that although flawed is to be commended for its straight ahead approach to creepiness",0.8592264652252197,0.8592264652252197,0,0,1,1,"Skipped"
"the more you think about the movie the more you [[will]] probably like it","the more you think about the movie the more you [[goes]] probably like it",0.4337362051010132,0.8218280673027039,1,0,1,36,"Successful"
"there is a subversive [[element]] to this disney cartoon providing unexpected fizzability","there is a subversive [[shutters]] to this disney cartoon providing unexpected fizzability",0.046401262283325195,0.7253410816192627,1,0,1,41,"Successful"
"a [[refreshingly]] [[authentic]] coming of age tale","a [[nonchalantly]] [[velma]] coming of age tale",0.019099712371826172,0.9210715293884277,1,0,1,77,"Successful"
"does what a [[fine]] documentary does best it [[extends]] a warm invitation into an unfamiliar world then illuminates it [[fully]] and [[allows]] the larger implications of the [[journey]] to sink in unobtrusively","does what a [[fined]] documentary does best it [[augmentation]] a warm invitation into an unfamiliar world then illuminates it [[rather]] and [[furnishes]] the larger implications of the [[jaunt]] to sink in unobtrusively",0.02433633804321289,0.6512829065322876,1,0,1,216,"Successful"
"one of the [[best]] movies of the year","one of the [[strictest]] movies of the year",0.04312187433242798,0.8544874787330627,1,0,1,48,"Successful"
"it s not [[so]] much enjoyable to [[watch]] as it is [[enlightening]] to listen to new sides of a previous reality and to visit with some of the people who were able to make an impact in the theater world","it s not [[even]] much enjoyable to [[watching]] as it is [[uncovering]] to listen to new sides of a previous reality and to visit with some of the people who were able to make an impact in the theater world",0.025477111339569092,0.6656384468078613,1,0,1,98,"Successful"
"spare but quietly [[effective]] retelling","spare but quietly [[viable]] retelling",0.028493404388427734,0.657526969909668,1,0,1,21,"Successful"
"candid and [[comfortable]] a [[film]] that [[deftly]] balances action and reflection as it lets you grasp and feel the passion others have for their work","candid and [[uneasy]] a [[theaters]] that [[clumsily]] balances action and reflection as it lets you grasp and feel the passion others have for their work",0.017265379428863525,0.5052016973495483,1,0,1,101,"Successful"
"a [[tasty]] slice of droll whimsy","a [[chewy]] slice of droll whimsy",0.028943657875061035,0.6981816291809082,1,0,1,50,"Successful"
"the movie worked for me right up to the final scene and then it caved in","the movie worked for me right up to the final scene and then it caved in",0.9587965607643127,0.9587965607643127,0,0,1,1,"Skipped"
"greg kinnear gives a [[mesmerizing]] performance as a full fledged sex addict who is in complete denial about his obsessive behavior","greg kinnear gives a [[hallucinatory]] performance as a full fledged sex addict who is in complete denial about his obsessive behavior",0.03420931100845337,0.9170070886611938,1,0,1,60,"Successful"
"an [[engrossing]] and grim [[portrait]] of hookers what they think of themselves and their clients","an [[hallucinatory]] and grim [[sketching]] of hookers what they think of themselves and their clients",0.028360486030578613,0.9255222678184509,1,0,1,89,"Successful"
"to those who have not read the book the film is a much better mother daughter tale than last summer s divine secrets of the ya ya sisterhood but that s not saying much","to those who have not read the book the film is a much better mother daughter tale than last summer s divine secrets of the ya ya sisterhood but that s not saying much",0.9160136580467224,0.9160136580467224,0,0,1,1,"Skipped"
"a [[finely]] tuned mood [[piece]] a model of menacing atmosphere","a [[elaborately]] tuned mood [[lump]] a model of menacing atmosphere",0.03922414779663086,0.8499327898025513,1,0,1,68,"Successful"
"[[catch]] it if you can","[[petard]] it if you can",0.4610854387283325,0.8417602777481079,1,0,1,51,"Successful"
"a [[stylish]] thriller","a [[overdressed]] thriller",0.02743619680404663,0.9757151007652283,1,0,1,26,"Successful"
"secret ballot is a [[funny]] puzzling movie ambiguous enough to be engaging and oddly [[moving]]","secret ballot is a [[outlandish]] puzzling movie ambiguous enough to be engaging and oddly [[move]]",0.023229241371154785,0.5230756402015686,1,0,1,86,"Successful"
"fudges fact and fancy with such [[confidence]] that we feel as if we re seeing something purer than the real thing","fudges fact and fancy with such [[relying]] that we feel as if we re seeing something purer than the real thing",0.03208106756210327,0.5274060964584351,1,0,1,28,"Successful"
"eight legged freaks is [[clever]] and funny is amused by its special effects and leaves you feeling like you ve [[seen]] a movie instead of an endless trailer","eight legged freaks is [[canny]] and funny is amused by its special effects and leaves you feeling like you ve [[construed]] a movie instead of an endless trailer",0.03379011154174805,0.5142621994018555,1,0,1,106,"Successful"
"the film is small in scope yet [[perfectly]] formed","the film is small in scope yet [[too]] formed",0.02847987413406372,0.9586178660392761,1,0,1,52,"Successful"
"in all fairness i must report that the children of varying ages in my audience never coughed fidgeted or romped up and down the aisles for bathroom breaks","in all fairness i must report that the children of varying ages in my audience never coughed fidgeted or romped up and down the aisles for bathroom breaks",0.7423441410064697,0.7423441410064697,0,0,1,1,"Skipped"
"the film [[truly]] does rescue the funk brothers from motown s shadows it s about time","the film [[awfully]] does rescue the funk brothers from motown s shadows it s about time",0.24327069520950317,0.5794156789779663,1,0,1,45,"Successful"
"the special effects and many scenes of weightlessness look as good or better than in the original while the oscar winning sound and james horner s rousing score make [[good]] use of the hefty audio system","the special effects and many scenes of weightlessness look as good or better than in the original while the oscar winning sound and james horner s rousing score make [[best]] use of the hefty audio system",0.17398971319198608,0.5831583738327026,1,0,1,62,"Successful"
"a spellbinding african [[film]] about the [[modern]] [[condition]] of rootlessness a [[state]] [[experienced]] by [[millions]] around the [[globe]]","a spellbinding african [[cinemas]] about the [[popular]] [[illnesses]] of rootlessness a [[governmental]] [[frequented]] by [[gazillion]] around the [[iand]]",0.022806286811828613,0.2942708730697632,1,1,1,174,"Failed"
"an awfully [[good]] achingly human [[picture]]","an awfully [[buon]] achingly human [[pictured]]",0.03879690170288086,0.7185729742050171,1,0,1,98,"Successful"
"by and large this is mr kilmer s movie and it s his [[strongest]] performance since the doors","by and large this is mr kilmer s movie and it s his [[higher]] performance since the doors",0.027831554412841797,0.6823395490646362,1,0,1,39,"Successful"
"the cast keeps this pretty watchable and casting mick jagger as director of the escort service was [[inspired]]","the cast keeps this pretty watchable and casting mick jagger as director of the escort service was [[grounded]]",0.05411791801452637,0.9394441843032837,1,0,1,36,"Successful"
"[[despite]] the [[predictable]] parent vs child coming of age [[theme]] first class natural [[acting]] and a look at `` the real americans `` make this a [[charmer]]","[[unless]] the [[prophesied]] parent vs child coming of age [[issuing]] first class natural [[behaving]] and a look at `` the real americans `` make this a [[bewitching]]",0.020689964294433594,0.5215193033218384,1,0,1,93,"Successful"
"a headline [[fresh]] [[thriller]] set among orthodox jews on the west bank joseph cedar s [[time]] of favor [[manages]] not only to find a compelling dramatic means of addressing a complex situation it does so without [[compromising]] that [[complexity]]","a headline [[mild]] [[melodrama]] set among orthodox jews on the west bank joseph cedar s [[duration]] of favor [[administering]] not only to find a compelling dramatic means of addressing a complex situation it does so without [[erode]] that [[knotty]]",0.01989513635635376,0.5285012125968933,1,0,1,170,"Successful"
"cannon s [[confidence]] and [[laid]] back good spirits are with the [[drumming]] routines among the [[film]] s [[saving]] [[graces]]","cannon s [[distrust]] and [[threw]] back good spirits are with the [[riffs]] routines among the [[filming]] s [[save]] [[forgave]]",0.0247533917427063,0.5758904814720154,1,0,1,162,"Successful"
"we know the [[plot]] s a [[little]] [[crazy]] but it held my [[interest]] from start to [[finish]]","we know the [[plots]] s a [[few]] [[loca]] but it held my [[beware]] from start to [[shuts]]",0.06089591979980469,0.5686342716217041,1,0,1,131,"Successful"
"few films [[capture]] so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands","few films [[grasping]] so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands",0.04674792289733887,0.6067236661911011,1,0,1,62,"Successful"
"thanks to a small star with big [[heart]] this [[family]] film sequel is plenty of [[fun]] for all","thanks to a small star with big [[coeur]] this [[domicile]] film sequel is plenty of [[distracting]] for all",0.02947056293487549,0.6806089878082275,1,0,1,92,"Successful"
"i [[encourage]] [[young]] and old alike to go see this unique and entertaining twist on the classic whale s [[tale]] you wo nt [[be]] sorry","i [[urging]] [[childish]] and old alike to go see this unique and entertaining twist on the classic whale s [[historic]] you wo nt [[constitute]] sorry",0.025397896766662598,0.5751538276672363,1,0,1,122,"Successful"
"quitting [[offers]] piercing domestic drama with spikes of sly humor","quitting [[suggests]] piercing domestic drama with spikes of sly humor",0.052846312522888184,0.9272019863128662,1,0,1,55,"Successful"
"an enjoyably half [[wit]] remake of the venerable [[italian]] comedy big [[deal]] on madonna [[street]]","an enjoyably half [[humor]] remake of the venerable [[italia]] comedy big [[settle]] on madonna [[estrada]]",0.06921029090881348,0.5334789752960205,1,0,1,100,"Successful"
"a moody horrorthriller elevated by deft staging and the director s [[well]] known [[narrative]] gamesmanship","a moody horrorthriller elevated by deft staging and the director s [[adequately]] known [[narrate]] gamesmanship",0.03000187873840332,0.5503804087638855,1,0,1,35,"Successful"
"with we were soldiers hollywood makes a [[valiant]] attempt to tell a story about the vietnam war before the pathology set in","with we were soldiers hollywood makes a [[plucky]] attempt to tell a story about the vietnam war before the pathology set in",0.08641469478607178,0.9352272748947144,1,0,1,44,"Successful"
"peralta [[captures]] in luminous interviews and [[amazingly]] [[evocative]] film from three decades ago the essence of the dogtown experience","peralta [[nabbed]] in luminous interviews and [[terribly]] [[plaintive]] film from three decades ago the essence of the dogtown experience",0.02006453275680542,0.6898831129074097,1,0,1,134,"Successful"
"there are just enough twists in the tale to make it far more [[satisfying]] than almost any horror film in recent memory","there are just enough twists in the tale to make it far more [[salubrious]] than almost any horror film in recent memory",0.031725525856018066,0.6930329203605652,1,0,1,57,"Successful"
"would be an unendurable viewing experience for this ultra provincial new yorker if 26 year old reese witherspoon were not on hand to inject her pure fantasy character melanie carmichael with a massive infusion of old fashioned hollywood magic","would be an unendurable viewing experience for this ultra provincial new yorker if 26 year old reese witherspoon were not on hand to inject her pure fantasy character melanie carmichael with a massive infusion of old fashioned hollywood magic",0.6067279577255249,0.6067279577255249,0,0,1,1,"Skipped"
"for those who pride themselves on sophisticated discerning taste this might not seem like the proper cup of tea however it is almost guaranteed that even the stuffiest cinema goers will laugh their off for an hour and a half","for those who pride themselves on sophisticated discerning taste this might not seem like the proper cup of tea however it is almost guaranteed that even the stuffiest cinema goers will laugh their off for an hour and a half",0.6816222071647644,0.6816222071647644,0,0,1,1,"Skipped"
"fine acting but there is no sense of connecting the dots just dots","fine acting but there is no sense of connecting the dots just dots",0.8468186855316162,0.8468186855316162,0,0,1,1,"Skipped"
"that it ll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture","that it ll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture",0.7724466919898987,0.7724466919898987,0,0,1,1,"Skipped"
"a [[miraculous]] movie i m going home is so slight yet overflows with [[wisdom]] and emotion","a [[alchemical]] movie i m going home is so slight yet overflows with [[circumspect]] and emotion",0.03180140256881714,0.5056735277175903,1,0,1,44,"Successful"
"fiji diver rusi vulakoro and the married couple howard and michelle hall [[show]] [[us]] the [[world]] they love and [[make]] us love it too","fiji diver rusi vulakoro and the married couple howard and michelle hall [[denotes]] [[we]] the [[welt]] they love and [[do]] us love it too",0.030736982822418213,0.6255369782447815,1,0,1,136,"Successful"
"this nickleby thing might have more homosexual undertones than an eddie murphy film and just when you think it ca nt get any more gay in pops nathan lane","this nickleby thing might have more homosexual undertones than an eddie murphy film and just when you think it ca nt get any more gay in pops nathan lane",0.9051898121833801,0.9051898121833801,0,0,1,1,"Skipped"
"grant s bumbling magic takes over the film and it turns out to be another winning star vehicle","grant s bumbling magic takes over the film and it turns out to be another winning star vehicle",0.5025618076324463,0.5025618076324463,0,0,1,1,"Skipped"
"the ending feels at odds with the rest of the film","the ending feels at odds with the rest of the film",0.9693870544433594,0.9693870544433594,0,0,1,1,"Skipped"
"a droll well acted character driven comedy with [[unexpected]] deposits of feeling","a droll well acted character driven comedy with [[unwanted]] deposits of feeling",0.02049201726913452,0.8159872889518738,1,0,1,41,"Successful"
"leigh s [[daring]] here is that without once [[denying]] the hardscrabble lives of people on the economic fringes of margaret thatcher s ruinous legacy he insists on the [[importance]] of those moments when people can [[connect]] and express their love for each other","leigh s [[ballsy]] here is that without once [[deniability]] the hardscrabble lives of people on the economic fringes of margaret thatcher s ruinous legacy he insists on the [[weighty]] of those moments when people can [[liaison]] and express their love for each other",0.025522887706756592,0.524689257144928,1,0,1,145,"Successful"
"one [[thing]] you have to give them credit for the message of the [[movie]] is consistent with the messages espoused in the company s previous video work","one [[question]] you have to give them credit for the message of the [[cine]] is consistent with the messages espoused in the company s previous video work",0.10180610418319702,0.5807658433914185,1,0,1,46,"Successful"
"becomes a [[fascinating]] [[study]] of [[isolation]] and frustration that successfully recreates both the physical setting and emotional tensions of the papin [[sisters]]","becomes a [[excite]] [[scrutinized]] of [[isolating]] and frustration that successfully recreates both the physical setting and emotional tensions of the papin [[bros]]",0.024187326431274414,0.6051437854766846,1,0,1,110,"Successful"
"a [[captivating]] and [[intimate]] study about dying and loving","a [[hallucinatory]] and [[cosy]] study about dying and loving",0.02308577299118042,0.9343155026435852,1,0,1,45,"Successful"
"it s a count for our [[times]]","it s a count for our [[interval]]",0.10957390069961548,0.6139806509017944,1,0,1,49,"Successful"
"fathers and sons and the uneasy bonds between them rarely have received such a [[sophisticated]] and unsentimental treatment on the big screen as they do in this [[marvelous]] film","fathers and sons and the uneasy bonds between them rarely have received such a [[advanced]] and unsentimental treatment on the big screen as they do in this [[grandiose]] film",0.04665720462799072,0.6884845495223999,1,0,1,63,"Successful"
"even if the ride s a little bumpy with a final lap that s all too suspiciously smooth you got ta give director roger michell best known for the superfluous notting hill credit for trying","even if the ride s a little bumpy with a final lap that s all too suspiciously smooth you got ta give director roger michell best known for the superfluous notting hill credit for trying",0.6055877208709717,0.6055877208709717,0,0,1,1,"Skipped"
"if you re hard up for raunchy college humor this is your [[ticket]] right here","if you re hard up for raunchy college humor this is your [[billets]] right here",0.16413986682891846,0.5443191528320312,1,0,1,14,"Successful"
"the [[best]] film of the year 2002","the [[strictest]] film of the year 2002",0.16186100244522095,0.8175867199897766,1,0,1,45,"Successful"
"an infinitely wittier version of the home alone formula","an infinitely wittier version of the home alone formula",0.846135139465332,0.846135139465332,0,0,1,1,"Skipped"
"real women have curves does nt offer any easy answers","real women have curves does nt offer any easy answers",0.9563925266265869,0.9563925266265869,0,0,1,1,"Skipped"
"you could love safe conduct laissez passer for being a subtitled french movie that is 170 minutes long you could hate it for the same reason","you could love safe conduct laissez passer for being a subtitled french movie that is 170 minutes long you could hate it for the same reason",0.8173345923423767,0.8173345923423767,0,0,1,1,"Skipped"
"aside from being the funniest movie of the [[year]] simone andrew niccol s [[brilliant]] anti hollywood satire has a wickedly eccentric [[enchantment]] to it","aside from being the funniest movie of the [[leto]] simone andrew niccol s [[briiliant]] anti hollywood satire has a wickedly eccentric [[incantation]] to it",0.032421767711639404,0.658406138420105,1,0,1,59,"Successful"
"the film has several [[strong]] performances","the film has several [[stiff]] performances",0.03287935256958008,0.9735581874847412,1,0,1,34,"Successful"
"it shows [[us]] a [[slice]] of [[life]] that s [[very]] different from our [[own]] and yet [[instantly]] recognizable","it shows [[we]] a [[slitting]] of [[iife]] that s [[too]] different from our [[certain]] and yet [[conveniently]] recognizable",0.023911714553833008,0.9414592981338501,1,0,1,135,"Successful"
"try as you might to resist if you ve got a place in your heart for smokey robinson this movie will worm its way there","try as you might to resist if you ve got a place in your heart for smokey robinson this movie will worm its way there",0.8114773035049438,0.8114773035049438,0,0,1,1,"Skipped"
"a [[funny]] and [[touching]] [[film]] that is gorgeously [[acted]] by a british cast to [[rival]] gosford park s","a [[outlandish]] and [[poked]] [[theaters]] that is gorgeously [[acts]] by a british cast to [[enemies]] gosford park s",0.017142057418823242,0.5271177291870117,1,0,1,157,"Successful"
"the reason this picture works better than its predecessors is that myers is no longer [[simply]] spoofing the mini mod madness of 60s spy movies","the reason this picture works better than its predecessors is that myers is no longer [[exactly]] spoofing the mini mod madness of 60s spy movies",0.2342885136604309,0.7035025358200073,1,0,1,44,"Successful"
"[[miyazaki]] [[has]] [[created]] such a [[vibrant]] colorful world it s almost impossible not to be [[swept]] away by the sheer [[beauty]] of his images","[[nausicaa]] [[gets]] [[inflicted]] such a [[plucky]] colorful world it s almost impossible not to be [[digitized]] away by the sheer [[cutie]] of his images",0.025308549404144287,0.947439432144165,1,0,1,190,"Successful"
"the film feels uncomfortably real its language and locations bearing the unmistakable stamp of authority","the film feels uncomfortably real its language and locations bearing the unmistakable stamp of authority",0.835568904876709,0.835568904876709,0,0,1,1,"Skipped"
"[[bullock]] does a [[good]] job here of [[working]] against her natural likability","[[theron]] does a [[advisable]] job here of [[workplace]] against her natural likability",0.047011613845825195,0.8034946918487549,1,0,1,138,"Successful"
"you ll laugh at either the obviousness of it all or its stupidity or maybe even its [[inventiveness]] but the point is you ll laugh","you ll laugh at either the obviousness of it all or its stupidity or maybe even its [[contrivance]] but the point is you ll laugh",0.45270776748657227,0.6259489059448242,1,0,1,42,"Successful"
"using his audience as a figurative port of call dong [[pulls]] his even handed ideological ship to their dock for unloading before he [[continues]] his longer journey still ahead","using his audience as a figurative port of call dong [[pull]] his even handed ideological ship to their dock for unloading before he [[incessant]] his longer journey still ahead",0.058949410915374756,0.5488607287406921,1,0,1,79,"Successful"
"moore s [[complex]] and important film is also [[believe]] it or not immensely entertaining a david and goliath story that s still very much playing itself out","moore s [[complexes]] and important film is also [[contemplating]] it or not immensely entertaining a david and goliath story that s still very much playing itself out",0.024693846702575684,0.5302703380584717,1,0,1,86,"Successful"
"[[open]] minded kids kids who read kids who [[dream]] will be [[comforted]] by the way it deals with big issues like death and destiny","[[inaugural]] minded kids kids who read kids who [[nightmares]] will be [[admonished]] by the way it deals with big issues like death and destiny",0.022443115711212158,0.5845179557800293,1,0,1,63,"Successful"
"an [[entertaining]] if somewhat standardized action movie","an [[funniest]] if somewhat standardized action movie",0.04615068435668945,0.9017362594604492,1,0,1,19,"Successful"
"that the film opens with maggots crawling on a dead dog is not an out of place metaphor","that the film opens with maggots crawling on a dead dog is not an out of place metaphor",0.9417665600776672,0.9417665600776672,0,0,1,1,"Skipped"
"not far [[beneath]] the surface this reconfigured tale asks disturbing [[questions]] about those things we expect from military epics","not far [[at]] the surface this reconfigured tale asks disturbing [[matters]] about those things we expect from military epics",0.09059059619903564,0.6808991432189941,1,0,1,58,"Successful"
"missteps take what was otherwise a fascinating riveting story and send it down the path of the mundane","missteps take what was otherwise a fascinating riveting story and send it down the path of the mundane",0.9539046287536621,0.9539046287536621,0,0,1,1,"Skipped"
"the movie is nt just hilarious it s witty and inventive too and in hindsight it is nt even all that dumb","the movie is nt just hilarious it s witty and inventive too and in hindsight it is nt even all that dumb",0.9357384443283081,0.9357384443283081,0,0,1,1,"Skipped"
"not the [[best]] herzog perhaps but unmistakably herzog","not the [[advisable]] herzog perhaps but unmistakably herzog",0.3912632465362549,0.8590589761734009,1,0,1,42,"Successful"
"either a [[fascinating]] study of the relationship between mothers and their children or a [[disturbing]] story about sociopaths and their marks","either a [[excite]] study of the relationship between mothers and their children or a [[uneasy]] story about sociopaths and their marks",0.07729053497314453,0.746867299079895,1,0,1,79,"Successful"
"[[often]] overwrought and at times positively irritating the film turns into an engrossing thriller almost in spite of itself","[[ordinarily]] overwrought and at times positively irritating the film turns into an engrossing thriller almost in spite of itself",0.05599457025527954,0.8287467360496521,1,0,1,42,"Successful"
"in the long dishonorable history of quickie teen pop exploitation like mike stands out for its only partly synthetic decency","in the long dishonorable history of quickie teen pop exploitation like mike stands out for its only partly synthetic decency",0.7097444534301758,0.7097444534301758,0,0,1,1,"Skipped"
"a [[comedy]] that is warm inviting and [[surprising]]","a [[travesty]] that is warm inviting and [[stun]]",0.02143549919128418,0.7090122699737549,1,0,1,79,"Successful"
"it grabs you in the [[dark]] and shakes you [[vigorously]] for its duration","it grabs you in the [[blackness]] and shakes you [[flatly]] for its duration",0.20724749565124512,0.733223557472229,1,0,1,94,"Successful"
"vincent gallo is [[right]] at home in this french shocker playing his usual bad boy weirdo role","vincent gallo is [[correct]] at home in this french shocker playing his usual bad boy weirdo role",0.37344110012054443,0.8582155108451843,1,0,1,23,"Successful"
"like edward norton in american history x ryan gosling murder by numbers [[delivers]] a magnetic performance","like edward norton in american history x ryan gosling murder by numbers [[submits]] a magnetic performance",0.024039387702941895,0.7439610958099365,1,0,1,64,"Successful"
"not a [[bad]] journey at all","not a [[baleful]] journey at all",0.18543577194213867,0.9234704971313477,1,0,1,44,"Successful"
"turturro is fabulously [[funny]] and over the [[top]] as a very sneaky butler who [[excels]] in the art of impossible disappearingreappearing acts","turturro is fabulously [[funniest]] and over the [[upper]] as a very sneaky butler who [[overwhelms]] in the art of impossible disappearingreappearing acts",0.027806997299194336,0.7092045545578003,1,0,1,76,"Successful"
"a [[refreshing]] korean [[film]] about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters","a [[retrofitted]] korean [[films]] about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters",0.020248472690582275,0.6851809620857239,1,0,1,93,"Successful"
"the film does a [[solid]] [[job]] of slowly steadily building up to the climactic burst of violence","the film does a [[mighty]] [[posts]] of slowly steadily building up to the climactic burst of violence",0.04790836572647095,0.6305665969848633,1,0,1,93,"Successful"
"an interesting story with a pertinent cinematically unique message told fairly well and scored to perfection i found myself struggling to put my finger on that elusive `` missing thing ``","an interesting story with a pertinent cinematically unique message told fairly well and scored to perfection i found myself struggling to put my finger on that elusive `` missing thing ``",0.7882866263389587,0.7882866263389587,0,0,1,1,"Skipped"
"scherfig s [[light]] [[hearted]] profile of [[emotional]] [[desperation]] is achingly [[honest]] and [[delightfully]] cheeky","scherfig s [[projectors]] [[benevolent]] profile of [[corny]] [[dismay]] is achingly [[franco]] and [[blithely]] cheeky",0.019320130348205566,0.7276259064674377,1,0,1,199,"Successful"
"the [[music]] [[makes]] a [[nice]] [[album]] the food is [[enticing]] and italy beckons [[us]] all","the [[chanson]] [[payer]] a [[leggy]] [[registering]] the food is [[beckoning]] and italy beckons [[we]] all",0.023320436477661133,0.5508949756622314,1,0,1,177,"Successful"
